Timestamp,What is your Gender?,Where are you from?,Question1,Question2,Question3,Question4,Self Esteem Label
4/17/2022 23:41,Female,Rajshahi,No they never criticized me on that extend. But I always lack of good qualities. I should work more on myself.,Yes. I always feel low for not being respected. I wish my parents were more considerate.,I can't do what my parents don't like. Sometimes it becomes tough for me.,I am not sure about the future. But I am trying to go one right track from now. My parents support is always there.,1
4/18/2022 0:07,Female,Dhaka,It is always felt I am less appreciated. Then it makes me getting away from the good things.,My Parents are less attentive toward me. It becomes tougher for being positive toward any kind of decision.,I learn things very slowly. And my parents also don't encourage me. So I feel like I am lacking behind than other people.,Nobody is perfect is this world. My parents also don't give me the right decision all the time. So I had to choose my own path. I just hope I am on right direction.,1
4/18/2022 0:22,Male,Dhaka,"I am a very shy person. Whenever my criticize me on any of my habit or quality, I get away from it.","I always get punished, even I have been beaten up by my parents. So I feel disrespected every time.",It's a competitive world. If your parents are not considerate you will always be lagging behind. Same happened to me. ,They never supported me to find the right direction. I feel lost.,1
4/18/2022 0:47,Male,Chattogram,I am very impatience. I lose my qualities for this reason. Not for my parents.,"Having respect for yourself is necessary. I am lucky, my parents are with me.",I don't want to things like others. My parents always wanted me to do own thing.,Life is always hard. I am on my ways and I have my parents with me.,0
4/18/2022 2:11,Male,Barishal,No. But the opposite is true. Their criticism helped me to be a better person.,"I think the amount of respect I have for myself is enough. In addition, my parents also respects my decision which also brings more joy.",Not likely. But my parents help me and inspire me to be the better version of myself.,I don't know. But I am hopeful about it.,0
4/18/2022 23:49,Female,Khulna,No. I have lacking because I didn't try harder. My parents are not responsible for that.,They take me very seriously.,I do. There is certain restriction and I am abide by that.,"I am into my family business. Hopefully, I will shine here.",0
4/18/2022 23:56,Male,Chattogram,I always try to impress them but they never encouraged me.,Yes. Respect is everything. Respect gives you confident. Parents don't understand that.,I try but I can't. Both my parents are very strict.,No. I wanted to be something else. And now I have become something else in my life.,1
4/19/2022 0:05,Others,Dhaka,No. I am a kind of introvert type of person. It's my fault.,"Yes. In many situation, I get that vibe that I have not respect properly.",No. I have so many complication with other people that I feel I should stay away from doing things like others.,Yes I am. My parents believe it too.,1
4/19/2022 0:14,Female,Dhaka,No. My good qualities are very few. I like to less things.,Yes. My parents lag behind to show me respect on some point.,Yes. If I give my best in anything I can even do it better than others. My parents always been my backbone.,"Whatever I am doing in my life, I am doing it with my parents support. I believe I will be very successful with their prayer..",0
4/19/2022 0:30,Female,Dhaka,Yes. They shouldn't discouraged me that much.,I feel that. I want to give myself more respect but I can not.,I do things like other people and my parents are okay with it.,I am distracted but my parents shows me ways.,1
4/19/2022 1:18,Male,Rangpur,Absolutely no. Because they do constructive criticism if I do anything wrong. ,No. They are considerate enough. Also I am able respect myself properly and thanks to my parents for that.,"Yes I am. Even if I fail, I don't break down. Also my parents help me gain enough confidence. ",I am hoping. The time will if I am on the right direction.,0
4/19/2022 1:50,Female,Dhaka,"I don't know. But as my parents are a bit conservative, sometimes I lose my temper and quarrel with my parents.",Yes. I wish they really were more considerate to me.,No I don't. I don't get enough confidence while I try to do something new.,No I don't. I feel like I am just roaming in darkness. But I hope I will see light at the end. ,1
4/20/2022 16:44,Male,Khulna,I don't think so. Rather they always advise me to do good work. ,I don't know. But I feel like they could help me to give myself more respect.,Yes I am. My parents don't have much impact.,Only Allah knows. But I am trying my best.,0
4/20/2022 17:01,Male,Mymensingh,My parents hardly criticize me. And the lack of good qualities is my own fault.,"I feel disgusted to myself most of the time. Even if they were more considerate, I don't think I would give myself more respect.",I can do things perfectly which I am already used to do. I feel uneasy when I try to do something new.,Don't know. Maybe....,1
4/22/2022 0:30,Female,Dhaka,No their criticism helps me to gain good qualities,Yes I think I could have given myself more respect if they were considerate enough ,I can do the things that are approved by my parents ,I Don't know if I'm heading in the right direction ,1
4/24/2022 1:01,Male,Chattogram,I try to take their criticism in a good way.,I never found anything my parents said disrespecting.,"It depends on my choice. If I don't want to do anything like others, my parents are ok with it.",I am not confident. I wish my parents could guide me.,0
4/24/2022 1:18,Female,Dhaka,"Once my mother criticized me Infront of my neighbor, It actually put me down for a ling time so my their criticisms are not always right.",No. I am very much serious about other respecting me including my parents.,I am a human with flaws but my parents  never demotivated me.,"I dream of being successful in life, so do my parents. It is the reason I am on the track.",0
4/24/2022 2:02,Female,Chattogram,No. At least I don't think so.,"Yes. If they tried to understand me a little better, then I would be more happy and give myself more respect.",Yes. I try my best to accomplish the things I do.,I am not sure. But I am really hopeful that I might reach my destination.,0
4/24/2022 11:37,Male,Dhaka,No. They hardly criticize me. The lack of good qualities is my own problem.,Thankfully they are considerate enough. But I don't know why I can't give myself enough respect.,No. I hesitate a lot when I try to do something. Especially I struggle too much with my studies. But my parents try to help me.,I don't know. I want to be a professional programmer. I am just hoping I will reach my goal someday.,0
4/25/2022 18:05,Female,Dhaka,Yes. As I said earlier they give me very less time but in term of criticism they always put me down. It made me lose a lot of interest. ,"I think so. Though my parents behavior makes me feel like that, I myself always try to stick to my own values.","I try to do that. Whether my parents are with me r not, I try my best in everything.","No. I am not becoming the person, I always wanted to be. I wish I had my parents support.",1
4/26/2022 13:36,Male,Dhaka,No. There are many good and bad qualities in me. And I own it all not my parents.,Yes. I feel low all the time. My parents don't take my opinion seriously.,No. I can't do all the things like others. I am not allowed to hang out with my friends.,Yes. I will be the successful person. My parents supports me in this.,1
4/26/2022 13:42,Female,Dhaka,Of course. They should have encouraged me to learn from my mistakes.,Yes.  My parents are considerate but still they sometime forget about my respect.,It is tough. Different people have different skill. ,I hope so. My parents have believe in me.,1
4/26/2022 16:37,Male,Dhaka,I don't care much about their criticism. But some part of me believes they could help me gain more good qualities.,Yeah I believe so. ,Yes. I try my best to get the work done.,I don't have any goal. So I don't know if I am going towards the right direction.,1
5/4/2022 18:11,Male,Barishal,Not exactly. But they could have helped me gain more good qualities.,"Yes. If they could give me more time during my childhood, then maybe I could give myself more respect.",Yes. My parent's don't involve with my works.,I wish I knew the answer.,1
5/7/2022 23:48,Female,Dhaka,"The way my parents criticize me, it doesn't make me hopeless.",Everyone wants to get respect from parents. My parents are very lenient on this matter.,Yes. My parents always help me out.,I believe I am. I also have my parents support. ,0
5/8/2022 0:08,Female,Dhaka,Yes. They criticize me on everything. I feel low about this.,They were never considerate enough.,They stop me doing things like others if it is not ethically correct.,I always wanted to be an engineer. I am becoming what I wanted to be.,1
5/8/2022 0:29,Male,Dhaka,They criticize me for valid reason.,They listen to my opinion.,"If it is something good, my parents allows me to do it.",I  am becoming the person I wanted to be. My parents are very supportive.,0
